"Name","year","month","TEMP","TP","TN","SI","CHLcal","openwater","Devl","Decid","MixedEvergreen","PastureHay","CultCrops","Wetlands","Basin_Size_km2"
"Chippewa",2006,8,24.4,0.106,0.908,3.895,30.41288,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2006,8,30.7,0.09,1.078,3.325,36.64712,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2006,8,29.2,1.259,8.793,5.809,57.5578,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2006,8,22.7,0.306,4.384,3.616,51.97296,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2006,8,24.9,0.332,2.759,8.142,99.1194,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2006,8,25.2,0.246,2.357,3.254,168.21556,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2007,8,24.9,0.161,3.325,3.962,17.5916,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2007,8,22.8,0.23,1.473,4.1895,13.416495,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2007,8,21.35,0.4005,2.8145,8.612,9.921655,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2007,8,19.9,0.398,1.47,5.065,21.06267,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2007,8,33.1,0.089,0.971,4.461,22.40631,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2007,8,32.2,1.88,9,5.55,29.12451,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2007,8,26.1,0.453,5.172,4.863,28.56466,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2007,8,22.15,0.3805,2.546,7.863,33.04346,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2007,8,26.4,0.223,2.725,0.321,330.77169,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2008,8,23.8,0.138,4.547,4.046,34.93108,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2008,8,22.2,0.1505,1.3565,4.186,34.72216,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2008,8,23.65,0.254,3.4905,6.599,10.4178,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2008,8,23.45,0.1095,1.294,4.852,22.953,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2008,8,27.8,0.133,1.589,5.48,8.74644,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2008,8,28.7,0.414,1.821,5.401,31.3098,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2008,8,23.8,0.249,7.027,5.333,21.00308,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2008,8,26,0.2505,2.554,7.3275,82.42556,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2008,8,24.9,0.205,5.036,3.826,88.69316,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2009,8,21.4,1.006,4.134,4.31,17.9251,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2009,8,23.1,0.232,1.3305,2.9815,22.529315,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2009,8,22.95,0.1795,2.5585,4.143,17.984895,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2009,8,23.25,0.152,1.4145,5.0215,33.890365,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2009,8,28.3,0.055,0.889,3.328,31.55836,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2009,8,28,0.45,0.961,4.843,34.6677,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2009,8,22.9,0.453,5.906,4.874,18.64264,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2009,8,24.6,0.203,2.4975,7.0285,71.202445,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2009,8,23.7,0.31,4.736,3.796,57.27021,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2010,8,22.4,0.963,3.268,3.726,6.286,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2010,8,24.75,0.2565,1.5005,5.5375,7.775635,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2010,8,24.45,0.206,3.433,8.8055,11.747995,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2010,8,24.75,0.1515,1.503,6.414,6.073195,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2010,8,33.8,0.133,0.904,4.58,25.58032,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2010,8,32,0.219,1.245,5.107,13.09576,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2010,8,22.2,0.852,6.865,4.133,15.79129,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2010,8,25.8,0.25,2.7095,9.036,52.53562,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2010,8,25.4,0.293,5.099,3.801,115.38403,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2011,8,23.9,0.103,4.212,4.33,15.34095,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2011,8,23.45,0.1945,1.6715,4.662,23.91045,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2011,8,22.55,0.143,4.103,6.682,31.28022,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2011,8,23.7,0.101,1.4155,4.9205,11.827455,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2011,8,30.9,0.058,1.593,3.907,34.53663,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2011,8,29.3,0.527,6.734,4.611,50.4759,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2011,8,22.1,0.821,6.685,3.946,25.28157,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2011,8,24.4,0.2235,2.0505,8.932,39.592635,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2011,8,27.5,0.227,4.658,0.676,291.79302,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2012,8,24.9,0.123,1.241,4.97,17.1618,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2012,8,20.75,0.1295,1.3725,4.332,54.41016,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2012,8,22.15,0.0955,3.8255,5.9955,9.10428,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2012,8,24.1,0.1025,1.3395,5.3615,21.0492,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2012,8,29.4,0.113,2.131,5.015,98.16108,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2012,8,26.1,0.425,2.529,3.013,9.24564,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2012,8,24,0.241,3.711,2.172,92.93076,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2012,8,24,0.186,2.9945,7.744,48.82644,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2012,8,28.8,0.155,1.232,2.688,110.4594,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2013,8,21.7,0.108,2.931,3.723,21.69517,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2013,8,20.55,0.118,1.172,3.2805,35.00902,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2013,8,22.05,0.1305,3.8495,6.156,11.36685,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2013,8,23.65,0.108,1.3705,5.3995,17.49929,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2013,8,26.9,0.08,1.613,4.013,33.15315,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2013,8,27.3,0.565,6.277,4.983,33.15315,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2013,8,21.5,0.143,5.228,3.157,57.52153,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2013,8,23.55,0.177,3.1405,6.754,77.61334,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2013,8,23.4,0.218,2.151,2.317,185.01173,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2014,8,23.7,0.13,2.796,4.118,29.84315,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2014,8,22.75,0.1675,1.3945,3.409,28.608525,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2014,8,22.05,0.154,3.278,4.742,11.323775,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2014,8,23.55,0.1065,1.459,4.963,23.45215,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2014,8,28.3,0.192,1.508,3.355,14.8824,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2014,8,27.9,0.633,5.389,4.911,95.78665,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2014,8,25.3,0.17,4.909,2.56,188.6014,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2014,8,24.6,0.218,2.846,7.2155,128.4679,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2014,8,25.5,0.216,2.019,0.885,197.3164,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2015,8,23.5,0.119,3.104,3.933,28.51224,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2015,8,22.4,0.1665,1.4125,3.4835,24.118105,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2015,8,21.65,0.251,3.307,6.152,9.567035,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2015,8,22.1,0.105,1.491,4.7455,16.482395,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2015,8,30.7,0.095,1.147,4.005,36.14795,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2015,8,27,0.308,1.619,4.023,34.13097,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2015,8,24.4,0.176,5.185,3.566,73.02987,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2015,8,23.65,0.1615,2.8785,6.552,72.093415,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2015,8,24,0.223,3.043,0.201,224.01523,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2016,8,26.3,0.148,2.622,4.483,45.5427,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2016,8,24.85,0.196,1.3125,3.786,25.4811,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2016,8,22.35,0.2325,4.737,7.0595,17.66865,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2016,8,24.2,0.102,1.2055,4.9345,11.5923,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2016,8,30.1,0.194,1.111,4.906,12.5568,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2016,8,30.2,0.523,4.962,5.491,26.4456,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2016,8,25.4,0.2,5.968,4.56,69.4623,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2016,8,23.8,0.1935,3.57,9.082,19.887,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2016,8,27.2,0.25,4.516,3.071,159.3537,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2017,8,21.5,0.075,4.622,2.563,15.35691,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2017,8,22.35,0.15,1.406,4.018,51.739355,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2017,8,20.3,0.1825,3.708,7.0345,18.553295,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2017,8,23,0.0955,1.2475,4.949,28.424505,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2017,8,27.6,0.079,1.375,4.226,3.69948,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2017,8,26.5,0.61,4.652,4.135,22.31376,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Vermillion",2017,8,21.95,0.1465,2.8775,7.0135,43.654365,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2017,8,22.7,0.208,3.936,3.023,194.91887,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2018,8,23.1,0.469,3.401,2.531,15.711,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2018,8,24.2,0.124,1.498,4.255,21.73625,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2018,8,22.75,0.3195,2.966,8.116,12.81575,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2018,8,23.35,0.097,1.3245,4.5105,23.6925,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2018,8,28.6,0.144,1.812,3.604,75.9635,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2018,8,27,0.87,6.608,4.871,27.7615,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2018,8,23.8,0.248,5.546,2.654,109.611,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2018,8,24.55,0.282,3.3285,8.363,110.78475,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2018,8,25.2,0.208,1.977,-0.002,136.6855,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",1998,9,19.15,0.138,3.6125,3.851,7.3448,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",1998,9,15.5,0.108,0.976,4.623,51.99668,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",1998,9,18.1,0.097,3.038,4.9915,26.48132,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",1998,9,20.55,0.1005,0.9345,4.65,52.3586,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",1998,9,24.5,0.131,1.56,4.476,42.13436,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",1998,9,21.4,0.448,3.775,5.073,9.29012,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",1998,9,20.15,0.2195,5.753,5.141,45.5726,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",1998,9,19.8,0.2605,3.433,7.3345,53.7158,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",1998,9,20.6,0.1705,2.8205,0.332,237.20924,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",1999,9,18.8,0.1225,2.709,3.2675,32.887975,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",1999,9,19.05,0.116,1.2075,4.225,22.87165,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",1999,9,14.9,0.1485,3.9685,5.751,11.36965,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",1999,9,17.4,0.088,1.245,5.593,23.06335,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",1999,9,23.55,0.0965,1.476,4.484,42.664675,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",1999,9,22.55,2.075,20.0965,7.1,41.418625,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",1999,9,18.2,0.1545,5.5315,3.9105,37.345,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",1999,9,16.4,0.2675,3.043,6.7415,42.5209,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",1999,9,18.8,0.1715,2.4505,2.276,95.2384,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2000,9,19.9,0.199,3.344,4.311,15.7718,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2000,9,14.7,0.164,1.163,4.419,10.7528,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2000,9,17.8,0.151,3.37,7.983,3.0092,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2000,9,17.6,0.119,1.458,5.099,5.9489,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2000,9,24.8,0.113,1.106,3.252,25.7381,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2000,9,21.1,1.063,6.923,5.27,8.5301,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2000,9,20.1,0.2395,5.301,4.32,25.0211,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2000,9,18.2,0.294,3.662,7.578,24.806,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2000,9,19.15,0.169,1.6095,1.035,107.94215,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2001,9,16.9,0.657,3.604,4.164,33.61321,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
